step,track,model,dataset,Accuracy,F1,Memory in Mb,Time in s
1648,Anomaly detection,PredictiveAnomalyDetection,nab_nyc_taxi,0.0,0.0,4.57763671875e-05,1.457115
1854,Anomaly detection,PredictiveAnomalyDetection,nab_nyc_taxi,0.0,0.0,4.57763671875e-05,1.7944369999999998
2060,Anomaly detection,PredictiveAnomalyDetection,nab_nyc_taxi,0.0,0.0,4.57763671875e-05,2.1591129999999996
2266,Anomaly detection,PredictiveAnomalyDetection,nab_nyc_taxi,0.0,0.0,4.57763671875e-05,2.555077
2472,Anomaly detection,PredictiveAnomalyDetection,nab_nyc_taxi,0.0,0.0,4.57763671875e-05,2.982518
2678,Anomaly detection,PredictiveAnomalyDetection,nab_nyc_taxi,0.0,0.0,4.57763671875e-05,3.4351779999999996
2884,Anomaly detection,PredictiveAnomalyDetection,nab_nyc_taxi,0.0,0.0,4.57763671875e-05,3.9270349999999996
3090,Anomaly detection,PredictiveAnomalyDetection,nab_nyc_taxi,0.0,0.0,4.57763671875e-05,4.444183
3296,Anomaly detection,PredictiveAnomalyDetection,nab_nyc_taxi,0.0,0.0,4.57763671875e-05,4.988023
3502,Anomaly detection,PredictiveAnomalyDetection,nab_nyc_taxi,0.0,0.0,4.57763671875e-05,5.559573
3708,Anomaly detection,PredictiveAnomalyDetection,nab_nyc_taxi,0.0,0.0,4.57763671875e-05,6.1688410000000005
3914,Anomaly detection,PredictiveAnomalyDetection,nab_nyc_taxi,0.0,0.0,4.57763671875e-05,6.809894000000001
4120,Anomaly detection,PredictiveAnomalyDetection,nab_nyc_taxi,0.0,0.0,4.57763671875e-05,7.478891000000001
4326,Anomaly detection,PredictiveAnomalyDetection,nab_nyc_taxi,0.0,0.0,4.57763671875e-05,8.190172
4532,Anomaly detection,PredictiveAnomalyDetection,nab_nyc_taxi,0.0,0.0,4.57763671875e-05,8.932934000000001
4738,Anomaly detection,PredictiveAnomalyDetection,nab_nyc_taxi,0.0,0.0,4.57763671875e-05,9.701781
4944,Anomaly detection,PredictiveAnomalyDetection,nab_nyc_taxi,0.0,0.0,4.57763671875e-05,10.503431
5150,Anomaly detection,PredictiveAnomalyDetection,nab_nyc_taxi,0.0,0.0,4.57763671875e-05,11.33595
5356,Anomaly detection,PredictiveAnomalyDetection,nab_nyc_taxi,0.0,0.0,4.57763671875e-05,12.204434000000001
5562,Anomaly detection,PredictiveAnomalyDetection,nab_nyc_taxi,0.0,0.0,4.57763671875e-05,13.107905
5768,Anomaly detection,PredictiveAnomalyDetection,nab_nyc_taxi,0.0,0.0,4.57763671875e-05,14.050419
5974,Anomaly detection,PredictiveAnomalyDetection,nab_nyc_taxi,0.01088048208905256,0.021526742838218246,4.57763671875e-05,15.030451
6180,Anomaly detection,PredictiveAnomalyDetection,nab_nyc_taxi,0.02330097087378641,0.02108336036328252,4.57763671875e-05,16.036207
6386,Anomaly detection,PredictiveAnomalyDetection,nab_nyc_taxi,0.0548073911681804,0.02108336036328252,4.57763671875e-05,17.079819
6592,Anomaly detection,PredictiveAnomalyDetection,nab_nyc_taxi,0.08434466019417476,0.02108336036328252,4.57763671875e-05,18.157091
6798,Anomaly detection,PredictiveAnomalyDetection,nab_nyc_taxi,0.11209179170344219,0.02108336036328252,4.57763671875e-05,19.271777
7004,Anomaly detection,PredictiveAnomalyDetection,nab_nyc_taxi,0.13820673900628214,0.02108336036328252,4.57763671875e-05,20.422512
7210,Anomaly detection,PredictiveAnomalyDetection,nab_nyc_taxi,0.1524271844660194,0.037789324515824285,4.57763671875e-05,21.600027
7416,Anomaly detection,PredictiveAnomalyDetection,nab_nyc_taxi,0.15884573894282633,0.03704847175054029,4.57763671875e-05,22.80864
7622,Anomaly detection,PredictiveAnomalyDetection,nab_nyc_taxi,0.1815796378903175,0.03704847175054029,4.57763671875e-05,24.056463
7828,Anomaly detection,PredictiveAnomalyDetection,nab_nyc_taxi,0.20311701584057232,0.03704847175054029,4.57763671875e-05,25.331524
8034,Anomaly detection,PredictiveAnomalyDetection,nab_nyc_taxi,0.2235499128703012,0.03704847175054029,4.57763671875e-05,26.647649
8240,Anomaly detection,PredictiveAnomalyDetection,nab_nyc_taxi,0.24296116504854368,0.03704847175054029,4.57763671875e-05,27.993298000000003
8446,Anomaly detection,PredictiveAnomalyDetection,nab_nyc_taxi,0.261425526876628,0.04383813611281422,4.57763671875e-05,29.37177
8652,Anomaly detection,PredictiveAnomalyDetection,nab_nyc_taxi,0.25820619509939896,0.05002960331557134,4.57763671875e-05,30.782877000000003
8858,Anomaly detection,PredictiveAnomalyDetection,nab_nyc_taxi,0.2633777376382931,0.061826024442846864,4.57763671875e-05,32.232053
9064,Anomaly detection,PredictiveAnomalyDetection,nab_nyc_taxi,0.2662180052956752,0.060725886174269175,4.57763671875e-05,33.711706
9270,Anomaly detection,PredictiveAnomalyDetection,nab_nyc_taxi,0.28252427184466017,0.060725886174269175,4.57763671875e-05,35.220679
9476,Anomaly detection,PredictiveAnomalyDetection,nab_nyc_taxi,0.29812157028281977,0.060725886174269175,4.57763671875e-05,36.756522999999994
9682,Anomaly detection,PredictiveAnomalyDetection,nab_nyc_taxi,0.3130551538938236,0.060725886174269175,4.57763671875e-05,38.324749
9888,Anomaly detection,PredictiveAnomalyDetection,nab_nyc_taxi,0.3273665048543689,0.060725886174269175,4.57763671875e-05,39.928087999999995
10094,Anomaly detection,PredictiveAnomalyDetection,nab_nyc_taxi,0.33386170001981375,0.07152720243026787,4.57763671875e-05,41.57787
10300,Anomaly detection,PredictiveAnomalyDetection,nab_nyc_taxi,0.33436893203883494,0.07024681312720368,4.57763671875e-05,43.259148999999994
10320,Anomaly detection,PredictiveAnomalyDetection,nab_nyc_taxi,0.33565891472868215,0.07024681312720368,4.57763671875e-05,44.94292699999999
5696,Anomaly detection,StandardAbsoluteDeviation,creditcard,1.0,1.0,4.57763671875e-05,0.74219
11392,Anomaly detection,StandardAbsoluteDeviation,creditcard,1.0,1.0,4.57763671875e-05,2.227003
17088,Anomaly detection,StandardAbsoluteDeviation,creditcard,1.0,1.0,4.57763671875e-05,4.3676449999999996
22784,Anomaly detection,StandardAbsoluteDeviation,creditcard,1.0,1.0,4.57763671875e-05,7.156645999999999
28480,Anomaly detection,StandardAbsoluteDeviation,creditcard,1.0,1.0,4.57763671875e-05,10.593226
34176,Anomaly detection,StandardAbsoluteDeviation,creditcard,1.0,1.0,4.57763671875e-05,14.69632
39872,Anomaly detection,StandardAbsoluteDeviation,creditcard,1.0,1.0,4.57763671875e-05,19.470317
45568,Anomaly detection,StandardAbsoluteDeviation,creditcard,1.0,1.0,4.57763671875e-05,24.929746
51264,Anomaly detection,StandardAbsoluteDeviation,creditcard,1.0,1.0,4.57763671875e-05,31.043805000000003
56960,Anomaly detection,StandardAbsoluteDeviation,creditcard,1.0,1.0,4.57763671875e-05,37.811613
62656,Anomaly detection,StandardAbsoluteDeviation,creditcard,1.0,1.0,4.57763671875e-05,45.23504
68352,Anomaly detection,StandardAbsoluteDeviation,creditcard,1.0,1.0,4.57763671875e-05,53.291338999999994
74048,Anomaly detection,StandardAbsoluteDeviation,creditcard,1.0,1.0,4.57763671875e-05,62.022161
79744,Anomaly detection,StandardAbsoluteDeviation,creditcard,1.0,1.0,4.57763671875e-05,71.42357799999999
85440,Anomaly detection,StandardAbsoluteDeviation,creditcard,1.0,1.0,4.57763671875e-05,81.44384699999999
91136,Anomaly detection,StandardAbsoluteDeviation,creditcard,1.0,1.0,4.57763671875e-05,92.15087799999999
96832,Anomaly detection,StandardAbsoluteDeviation,creditcard,1.0,1.0,4.57763671875e-05,103.50268899999999
102528,Anomaly detection,StandardAbsoluteDeviation,creditcard,1.0,1.0,4.57763671875e-05,115.54053099999999
108224,Anomaly detection,StandardAbsoluteDeviation,creditcard,1.0,1.0,4.57763671875e-05,128.232545
113920,Anomaly detection,StandardAbsoluteDeviation,creditcard,1.0,1.0,4.57763671875e-05,141.560726
119616,Anomaly detection,StandardAbsoluteDeviation,creditcard,1.0,1.0,4.57763671875e-05,155.61920999999998
125312,Anomaly detection,StandardAbsoluteDeviation,creditcard,1.0,1.0,4.57763671875e-05,170.326554
131008,Anomaly detection,StandardAbsoluteDeviation,creditcard,1.0,1.0,4.57763671875e-05,185.69552199999998
136704,Anomaly detection,StandardAbsoluteDeviation,creditcard,1.0,1.0,4.57763671875e-05,201.74675499999998
142400,Anomaly detection,StandardAbsoluteDeviation,creditcard,1.0,1.0,4.57763671875e-05,218.45906699999998
148096,Anomaly detection,StandardAbsoluteDeviation,creditcard,1.0,1.0,4.57763671875e-05,235.83006299999997
153792,Anomaly detection,StandardAbsoluteDeviation,creditcard,1.0,1.0,4.57763671875e-05,253.89886799999996
159488,Anomaly detection,StandardAbsoluteDeviation,creditcard,1.0,1.0,4.57763671875e-05,272.62913499999996
165184,Anomaly detection,StandardAbsoluteDeviation,creditcard,1.0,1.0,4.57763671875e-05,292.028101
170880,Anomaly detection,StandardAbsoluteDeviation,creditcard,1.0,1.0,4.57763671875e-05,312.10162099999997
176576,Anomaly detection,StandardAbsoluteDeviation,creditcard,1.0,1.0,4.57763671875e-05,332.847182
182272,Anomaly detection,StandardAbsoluteDeviation,creditcard,1.0,1.0,4.57763671875e-05,354.25510199999997
187968,Anomaly detection,StandardAbsoluteDeviation,creditcard,1.0,1.0,4.57763671875e-05,376.34516399999995
193664,Anomaly detection,StandardAbsoluteDeviation,creditcard,1.0,1.0,4.57763671875e-05,399.11124799999993
199360,Anomaly detection,StandardAbsoluteDeviation,creditcard,1.0,1.0,4.57763671875e-05,422.52933499999995
205056,Anomaly detection,StandardAbsoluteDeviation,creditcard,1.0,1.0,4.57763671875e-05,446.61511599999994
210752,Anomaly detection,StandardAbsoluteDeviation,creditcard,1.0,1.0,4.57763671875e-05,471.35590899999994
216448,Anomaly detection,StandardAbsoluteDeviation,creditcard,1.0,1.0,4.57763671875e-05,496.73059599999993
222144,Anomaly detection,StandardAbsoluteDeviation,creditcard,1.0,1.0,4.57763671875e-05,522.749299
227840,Anomaly detection,StandardAbsoluteDeviation,creditcard,1.0,1.0,4.57763671875e-05,549.432859
233536,Anomaly detection,StandardAbsoluteDeviation,creditcard,1.0,1.0,4.57763671875e-05,576.796051
239232,Anomaly detection,StandardAbsoluteDeviation,creditcard,1.0,1.0,4.57763671875e-05,604.817767
244928,Anomaly detection,StandardAbsoluteDeviation,creditcard,1.0,1.0,4.57763671875e-05,633.512557
250624,Anomaly detection,StandardAbsoluteDeviation,creditcard,1.0,1.0,4.57763671875e-05,662.862756
256320,Anomaly detection,StandardAbsoluteDeviation,creditcard,1.0,1.0,4.57763671875e-05,692.882557
262016,Anomaly detection,StandardAbsoluteDeviation,creditcard,1.0,1.0,4.57763671875e-05,723.591091
267712,Anomaly detection,StandardAbsoluteDeviation,creditcard,1.0,1.0,4.57763671875e-05,755.024077
273408,Anomaly detection,StandardAbsoluteDeviation,creditcard,1.0,1.0,4.57763671875e-05,787.136793
279104,Anomaly detection,StandardAbsoluteDeviation,creditcard,1.0,1.0,4.57763671875e-05,819.893414
284800,Anomaly detection,StandardAbsoluteDeviation,creditcard,1.0,1.0,4.57763671875e-05,853.2866730000001
284807,Anomaly detection,StandardAbsoluteDeviation,creditcard,1.0,1.0,4.57763671875e-05,886.6807880000001
9880,Anomaly detection,StandardAbsoluteDeviation,kdd99_10pct_binary,1.0,1.0,4.57763671875e-05,1.291395
19760,Anomaly detection,StandardAbsoluteDeviation,kdd99_10pct_binary,0.6406376518218624,0.5183476904293564,4.57763671875e-05,3.7648550000000003
29640,Anomaly detection,StandardAbsoluteDeviation,kdd99_10pct_binary,0.7604251012145749,0.5287676687238702,4.57763671875e-05,7.378223
39520,Anomaly detection,StandardAbsoluteDeviation,kdd99_10pct_binary,0.8203188259109312,0.528830203702475,4.57763671875e-05,12.136928000000001
49400,Anomaly detection,StandardAbsoluteDeviation,kdd99_10pct_binary,0.8562550607287449,0.7630551569955621,4.57763671875e-05,18.087964
59280,Anomaly detection,StandardAbsoluteDeviation,kdd99_10pct_binary,0.8577429149797571,0.825753662417092,4.57763671875e-05,25.205885
69160,Anomaly detection,StandardAbsoluteDeviation,kdd99_10pct_binary,0.8780653556969347,0.8762709626303975,4.57763671875e-05,33.531847
79040,Anomaly detection,StandardAbsoluteDeviation,kdd99_10pct_binary,0.8322494939271255,0.8404279645208266,4.57763671875e-05,43.043417
88920,Anomaly detection,StandardAbsoluteDeviation,kdd99_10pct_binary,0.7444219523166892,0.7566392529769553,4.57763671875e-05,53.73019
98800,Anomaly detection,StandardAbsoluteDeviation,kdd99_10pct_binary,0.7431983805668017,0.770384984343608,4.57763671875e-05,65.547393
108680,Anomaly detection,StandardAbsoluteDeviation,kdd99_10pct_binary,0.7252944423997055,0.7626316835619161,4.57763671875e-05,78.53982500000001
118560,Anomaly detection,StandardAbsoluteDeviation,kdd99_10pct_binary,0.7481865721997301,0.7948603428728485,4.57763671875e-05,92.73141100000001
128440,Anomaly detection,StandardAbsoluteDeviation,kdd99_10pct_binary,0.7675568358766739,0.8193835264224568,4.57763671875e-05,108.037254
138320,Anomaly detection,StandardAbsoluteDeviation,kdd99_10pct_binary,0.7707056101792944,0.826872059128574,4.57763671875e-05,124.504616
148200,Anomaly detection,StandardAbsoluteDeviation,kdd99_10pct_binary,0.7353036437246964,0.7992857215951535,4.57763671875e-05,142.144111
158080,Anomaly detection,StandardAbsoluteDeviation,kdd99_10pct_binary,0.7446862348178138,0.8114635399635632,4.57763671875e-05,160.90971000000002
167960,Anomaly detection,StandardAbsoluteDeviation,kdd99_10pct_binary,0.7597046915932365,0.827395971432237,4.57763671875e-05,180.78947300000002
177840,Anomaly detection,StandardAbsoluteDeviation,kdd99_10pct_binary,0.7730544309491678,0.8408454592058047,4.57763671875e-05,201.84225
187720,Anomaly detection,StandardAbsoluteDeviation,kdd99_10pct_binary,0.7849989345834221,0.8523504664349735,4.57763671875e-05,224.100399
197600,Anomaly detection,StandardAbsoluteDeviation,kdd99_10pct_binary,0.795748987854251,0.8623042543754904,4.57763671875e-05,247.578515
207480,Anomaly detection,StandardAbsoluteDeviation,kdd99_10pct_binary,0.8054752265278581,0.8710007351296066,4.57763671875e-05,272.190813
217360,Anomaly detection,StandardAbsoluteDeviation,kdd99_10pct_binary,0.8143172616856827,0.8786639809999098,4.57763671875e-05,297.972938
227240,Anomaly detection,StandardAbsoluteDeviation,kdd99_10pct_binary,0.8223904242210879,0.8854678055563439,4.57763671875e-05,324.961339
237120,Anomaly detection,StandardAbsoluteDeviation,kdd99_10pct_binary,0.8297908232118758,0.8915491065430606,4.57763671875e-05,353.06994100000003
247000,Anomaly detection,StandardAbsoluteDeviation,kdd99_10pct_binary,0.8365991902834008,0.897017172309969,4.57763671875e-05,382.34696900000006
256880,Anomaly detection,StandardAbsoluteDeviation,kdd99_10pct_binary,0.8428838368109624,0.9019603080137003,4.57763671875e-05,412.76717900000006
266760,Anomaly detection,StandardAbsoluteDeviation,kdd99_10pct_binary,0.8487029539661118,0.9064506408919176,4.57763671875e-05,444.50431000000003
276640,Anomaly detection,StandardAbsoluteDeviation,kdd99_10pct_binary,0.8541064198958935,0.9105476628471375,4.57763671875e-05,477.32300100000003
286520,Anomaly detection,StandardAbsoluteDeviation,kdd99_10pct_binary,0.8591372330029318,0.9143008811975795,4.57763671875e-05,511.180742
296400,Anomaly detection,StandardAbsoluteDeviation,kdd99_10pct_binary,0.8638326585695006,0.9177518289824947,4.57763671875e-05,546.046024
306280,Anomaly detection,StandardAbsoluteDeviation,kdd99_10pct_binary,0.8682251534543555,0.9209356083609224,4.57763671875e-05,581.939712
316160,Anomaly detection,StandardAbsoluteDeviation,kdd99_10pct_binary,0.8723431174089069,0.9238820889048149,4.57763671875e-05,618.835869
326040,Anomaly detection,StandardAbsoluteDeviation,kdd99_10pct_binary,0.8762115077904552,0.9266168475790469,4.57763671875e-05,656.741778
335920,Anomaly detection,StandardAbsoluteDeviation,kdd99_10pct_binary,0.8798523457966182,0.9291619131197895,4.57763671875e-05,695.665984
345800,Anomaly detection,StandardAbsoluteDeviation,kdd99_10pct_binary,0.8757836899942163,0.9268140585705621,4.57763671875e-05,735.6139509999999
355680,Anomaly detection,StandardAbsoluteDeviation,kdd99_10pct_binary,0.8699589518668466,0.9233431171556091,4.57763671875e-05,776.582957
365560,Anomaly detection,StandardAbsoluteDeviation,kdd99_10pct_binary,0.8734735747893643,0.9257739469811614,4.57763671875e-05,818.777163
375440,Anomaly detection,StandardAbsoluteDeviation,kdd99_10pct_binary,0.8744273385893885,0.9265659924766941,4.57763671875e-05,861.991711
385320,Anomaly detection,StandardAbsoluteDeviation,kdd99_10pct_binary,0.8776471504204297,0.9287586983294674,4.57763671875e-05,906.220128
395200,Anomaly detection,StandardAbsoluteDeviation,kdd99_10pct_binary,0.8676745951417004,0.9226834226575494,4.57763671875e-05,951.469313
405080,Anomaly detection,StandardAbsoluteDeviation,kdd99_10pct_binary,0.8465118001382443,0.909399567216268,4.57763671875e-05,997.7408230000001
414960,Anomaly detection,StandardAbsoluteDeviation,kdd99_10pct_binary,0.8263567572778099,0.8964927779812824,4.57763671875e-05,1045.029162
424840,Anomaly detection,StandardAbsoluteDeviation,kdd99_10pct_binary,0.8071391582713492,0.8839472249173176,4.57763671875e-05,1093.3347880000001
434720,Anomaly detection,StandardAbsoluteDeviation,kdd99_10pct_binary,0.7887950864924549,0.8717479518644493,4.57763671875e-05,1142.650626
444600,Anomaly detection,StandardAbsoluteDeviation,kdd99_10pct_binary,0.7712663067926225,0.859880817057628,4.57763671875e-05,1192.9948740000002
454480,Anomaly detection,StandardAbsoluteDeviation,kdd99_10pct_binary,0.7544996479493047,0.848332438439214,4.57763671875e-05,1244.3600600000002
464360,Anomaly detection,StandardAbsoluteDeviation,kdd99_10pct_binary,0.7384464639503833,0.8370901433198978,4.57763671875e-05,1296.741181
474240,Anomaly detection,StandardAbsoluteDeviation,kdd99_10pct_binary,0.7230621626180836,0.8261419219898996,4.57763671875e-05,1350.136594
484120,Anomaly detection,StandardAbsoluteDeviation,kdd99_10pct_binary,0.7083057919524085,0.8154763849234609,4.57763671875e-05,1404.547392
494000,Anomaly detection,StandardAbsoluteDeviation,kdd99_10pct_binary,0.6941396761133604,0.8050827232560389,4.57763671875e-05,1459.958526
494021,Anomaly detection,StandardAbsoluteDeviation,kdd99_10pct_binary,0.694110169405754,0.8050609136270053,4.57763671875e-05,1515.371913
206,Anomaly detection,StandardAbsoluteDeviation,nab_nyc_taxi,1.0,0.0,4.57763671875e-05,0.02862
412,Anomaly detection,StandardAbsoluteDeviation,nab_nyc_taxi,1.0,0.0,4.57763671875e-05,0.089435
618,Anomaly detection,StandardAbsoluteDeviation,nab_nyc_taxi,1.0,0.0,4.57763671875e-05,0.176837
824,Anomaly detection,StandardAbsoluteDeviation,nab_nyc_taxi,1.0,0.0,4.57763671875e-05,0.288503
1030,Anomaly detection,StandardAbsoluteDeviation,nab_nyc_taxi,1.0,0.0,4.57763671875e-05,0.424781
1236,Anomaly detection,StandardAbsoluteDeviation,nab_nyc_taxi,1.0,0.0,4.57763671875e-05,0.604793
1442,Anomaly detection,StandardAbsoluteDeviation,nab_nyc_taxi,1.0,0.0,4.57763671875e-05,0.8073
1648,Anomaly detection,StandardAbsoluteDeviation,nab_nyc_taxi,1.0,0.0,4.57763671875e-05,1.030086
1854,Anomaly detection,StandardAbsoluteDeviation,nab_nyc_taxi,1.0,0.0,4.57763671875e-05,1.2811000000000001
2060,Anomaly detection,StandardAbsoluteDeviation,nab_nyc_taxi,1.0,0.0,4.57763671875e-05,1.5629590000000002
2266,Anomaly detection,StandardAbsoluteDeviation,nab_nyc_taxi,1.0,0.0,4.57763671875e-05,1.8669270000000002
2472,Anomaly detection,StandardAbsoluteDeviation,nab_nyc_taxi,1.0,0.0,4.57763671875e-05,2.204936
2678,Anomaly detection,StandardAbsoluteDeviation,nab_nyc_taxi,1.0,0.0,4.57763671875e-05,2.565174
2884,Anomaly detection,StandardAbsoluteDeviation,nab_nyc_taxi,1.0,0.0,4.57763671875e-05,2.95173
3090,Anomaly detection,StandardAbsoluteDeviation,nab_nyc_taxi,1.0,0.0,4.57763671875e-05,3.364832
3296,Anomaly detection,StandardAbsoluteDeviation,nab_nyc_taxi,1.0,0.0,4.57763671875e-05,3.8050669999999998
3502,Anomaly detection,StandardAbsoluteDeviation,nab_nyc_taxi,1.0,0.0,4.57763671875e-05,4.280368999999999
3708,Anomaly detection,StandardAbsoluteDeviation,nab_nyc_taxi,1.0,0.0,4.57763671875e-05,4.782540999999999
3914,Anomaly detection,StandardAbsoluteDeviation,nab_nyc_taxi,1.0,0.0,4.57763671875e-05,5.312209999999999
4120,Anomaly detection,StandardAbsoluteDeviation,nab_nyc_taxi,1.0,0.0,4.57763671875e-05,5.874041999999999
4326,Anomaly detection,StandardAbsoluteDeviation,nab_nyc_taxi,1.0,0.0,4.57763671875e-05,6.461675
4532,Anomaly detection,StandardAbsoluteDeviation,nab_nyc_taxi,1.0,0.0,4.57763671875e-05,7.084455999999999
4738,Anomaly detection,StandardAbsoluteDeviation,nab_nyc_taxi,1.0,0.0,4.57763671875e-05,7.727995999999999
4944,Anomaly detection,StandardAbsoluteDeviation,nab_nyc_taxi,1.0,0.0,4.57763671875e-05,8.399111999999999
5150,Anomaly detection,StandardAbsoluteDeviation,nab_nyc_taxi,1.0,0.0,4.57763671875e-05,9.093504999999999
5356,Anomaly detection,StandardAbsoluteDeviation,nab_nyc_taxi,1.0,0.0,4.57763671875e-05,9.814677999999999
5562,Anomaly detection,StandardAbsoluteDeviation,nab_nyc_taxi,1.0,0.0,4.57763671875e-05,10.56158
5768,Anomaly detection,StandardAbsoluteDeviation,nab_nyc_taxi,1.0,0.0,4.57763671875e-05,11.332752
5974,Anomaly detection,StandardAbsoluteDeviation,nab_nyc_taxi,1.0,1.0,4.57763671875e-05,12.124694
6180,Anomaly detection,StandardAbsoluteDeviation,nab_nyc_taxi,1.0,1.0,4.57763671875e-05,12.937078
6386,Anomaly detection,StandardAbsoluteDeviation,nab_nyc_taxi,1.0,1.0,4.57763671875e-05,13.769587999999999
6592,Anomaly detection,StandardAbsoluteDeviation,nab_nyc_taxi,1.0,1.0,4.57763671875e-05,14.631021999999998
6798,Anomaly detection,StandardAbsoluteDeviation,nab_nyc_taxi,1.0,1.0,4.57763671875e-05,15.516175999999998
7004,Anomaly detection,StandardAbsoluteDeviation,nab_nyc_taxi,1.0,1.0,4.57763671875e-05,16.429026999999998
7210,Anomaly detection,StandardAbsoluteDeviation,nab_nyc_taxi,1.0,1.0,4.57763671875e-05,17.366785999999998
7416,Anomaly detection,StandardAbsoluteDeviation,nab_nyc_taxi,1.0,1.0,4.57763671875e-05,18.327299999999997
7622,Anomaly detection,StandardAbsoluteDeviation,nab_nyc_taxi,1.0,1.0,4.57763671875e-05,19.312723
7828,Anomaly detection,StandardAbsoluteDeviation,nab_nyc_taxi,1.0,1.0,4.57763671875e-05,20.32154
8034,Anomaly detection,StandardAbsoluteDeviation,nab_nyc_taxi,1.0,1.0,4.57763671875e-05,21.364874
8240,Anomaly detection,StandardAbsoluteDeviation,nab_nyc_taxi,1.0,1.0,4.57763671875e-05,22.430294
8446,Anomaly detection,StandardAbsoluteDeviation,nab_nyc_taxi,1.0,1.0,4.57763671875e-05,23.522208
8652,Anomaly detection,StandardAbsoluteDeviation,nab_nyc_taxi,1.0,1.0,4.57763671875e-05,24.640619
8858,Anomaly detection,StandardAbsoluteDeviation,nab_nyc_taxi,1.0,1.0,4.57763671875e-05,25.794971
9064,Anomaly detection,StandardAbsoluteDeviation,nab_nyc_taxi,1.0,1.0,4.57763671875e-05,26.97191
9270,Anomaly detection,StandardAbsoluteDeviation,nab_nyc_taxi,1.0,1.0,4.57763671875e-05,28.169419
9476,Anomaly detection,StandardAbsoluteDeviation,nab_nyc_taxi,1.0,1.0,4.57763671875e-05,29.393536
9682,Anomaly detection,StandardAbsoluteDeviation,nab_nyc_taxi,1.0,1.0,4.57763671875e-05,30.64535
9888,Anomaly detection,StandardAbsoluteDeviation,nab_nyc_taxi,1.0,1.0,4.57763671875e-05,31.922224
10094,Anomaly detection,StandardAbsoluteDeviation,nab_nyc_taxi,1.0,1.0,4.57763671875e-05,33.228863
10300,Anomaly detection,StandardAbsoluteDeviation,nab_nyc_taxi,1.0,1.0,4.57763671875e-05,34.556667
10320,Anomaly detection,StandardAbsoluteDeviation,nab_nyc_taxi,1.0,1.0,4.57763671875e-05,35.886475999999995
